date,o_bid,h_bid,l_bid,c_bid,o_ask,h_ask,l_ask,c_ask,c_mid,volume
2007-07-18,2.04867,2.05464,2.04590,2.05302,2.04907,2.05494,2.04615,2.05342,2.05322,18529
2007-07-19,2.05312,2.05378,2.04695,2.04795,2.05352,2.05403,2.04720,2.04835,2.04815,18226
2007-07-20,2.04797,2.05862,2.04797,2.05573,2.04837,2.05887,2.04837,2.05673,2.05623,17174
2007-07-22,2.05565,2.05605,2.05395,2.05562,2.05665,2.05705,2.05495,2.05662,2.05612,634
2007-07-23,2.05592,2.06017,2.05535,2.05871,2.05632,2.06057,2.05575,2.05911,2.05891,14942
2007-07-24,2.05870,2.06525,2.05870,2.06070,2.05910,2.06558,2.05910,2.06110,2.06090,18452
2007-07-25,2.06080,2.06149,2.04856,2.05363,2.06120,2.06182,2.04881,2.05403,2.05383,20037
2007-07-26,2.05370,2.05618,2.04241,2.04903,2.05410,2.05643,2.04266,2.04943,2.04923,25082
2007-07-27,2.04893,2.04923,2.02261,2.02374,2.04933,2.04963,2.02361,2.02474,2.02424,29012
2007-07-29,2.02305,2.02388,2.01760,2.02075,2.02405,2.02488,2.01860,2.02175,2.02125,2338
2007-07-30,2.02050,2.03111,2.02043,2.03062,2.02150,2.03151,2.02083,2.03102,2.03082,23996
2007-07-31,2.03067,2.03769,2.02639,2.02850,2.03107,2.03794,2.02672,2.02890,2.02870,23465
2007-08-01,2.02861,2.03475,2.02029,2.02957,2.02901,2.03500,2.02062,2.02997,2.02977,25498
2007-08-02,2.02967,2.03776,2.02802,2.03532,2.03007,2.03801,2.02827,2.03572,2.03552,24937
2007-08-03,2.03532,2.04592,2.03341,2.04025,2.03572,2.04617,2.03398,2.04125,2.04075,19878
2007-08-05,2.03925,2.04330,2.03670,2.04034,2.04025,2.04430,2.03770,2.04134,2.04084,2642
2007-08-06,2.04064,2.04613,2.02785,2.03202,2.04104,2.04638,2.02810,2.03242,2.03222,23127
2007-08-07,2.03207,2.03355,2.01883,2.02335,2.03247,2.03388,2.01908,2.02375,2.02355,26695
2007-08-08,2.02345,2.03958,2.01565,2.03590,2.02385,2.03983,2.01590,2.03630,2.03610,20562
2007-08-09,2.03595,2.03942,2.02088,2.02165,2.03635,2.03967,2.02113,2.02205,2.02185,24049
2007-08-10,2.02165,2.02679,2.01532,2.02282,2.02205,2.02709,2.01557,2.02382,2.02332,27397
2007-08-11,2.02270,2.02270,2.02270,2.02270,2.02370,2.02370,2.02370,2.02370,2.02320,1
2007-08-12,2.02250,2.02393,2.02030,2.02075,2.02350,2.02473,2.02115,2.02135,2.02105,1083
